Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2023/02/25 00:00:00;2023/02/25 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;12.0;12.0541666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/26 00:00:00;2023/02/26 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;9.0;8.9916666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/27 00:00:00;2023/02/27 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;14.0;14.0625;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/28 00:00:00;2023/02/28 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;23.0;22.6875;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2023/03/01 00:00:00;2023/03/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;30.0;30.1458333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/02 00:00:00;2023/03/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;35.0;35.4083333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/03 00:00:00;2023/03/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;26.0;26.3166666667;µg-m3;100.0;100;100.0;R;1;48.799168;2.130556
2023/03/04 00:00:00;2023/03/04 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;24.0;23.8208333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/05 00:00:00;2023/03/05 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;15.0;15.0458333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/06 00:00:00;2023/03/06 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;16.0;16.3125;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
